	Silent/kb	TotMissense	TotSplicing	TotLOF	Missense/kb	LOF/kb	LOF/silent	Splicing/silent	Missense/silent	Hifi/Lofi	LOF/benign	Splicing/benign	Missense/benign	Hifi/benign	avgPolyphen2	LOF/tot	Missense/tot	Splicing/tot	LOF/missense	Mifi/kb	Nonstop/kb	Inframe/kb	Complex/kb	Compound/benign	Compound/kB	Damaging/kb	Damaging/benign	Damaging/Lofi	MissenseEntr	HiMisFreq	FSEntr	HiFSFreq	SplicEntr	HiSplicFreq	NonsenseEntr	HiNonsenseFreq	TotMifi	Label
NFAM1	0.0012300123001230013	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
MCM9_ENST00000316316	0.0	2	0	0	0.0005827505827505828	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005827505827505828	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SPATA9	0.0	1	0	0	0.00130718954248366	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.961	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00130718954248366	0.00130718954248366	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CLEC14A	0.0	2	0	1	0.0013577732518669382	0.0006788866259334691	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.3333333333333333	0.6666666666666666	0.0	0.5	0.0	0.0	0.0	0.0	56.0	0.0013577732518669382	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0.0	1.0	0	Unlabeled
SPATS2L_ENST00000409755	0.0	1	0	0	0.0005659309564233164	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0005659309564233164	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PPAP2B	0.0010683760683760685	3	0	0	0.003205128205128205	0.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	0.0	0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.003205128205128205	0.0	0.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
ITGA1	0.0002824858757062147	1	0	0	0.0002824858757062147	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0.589	0.0	0.5	0.0	0.0	0.0002824858757062147	0.0	0.0	0.0	1.0	0.0002824858757062147	0.0002824858757062147	1.0	8.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
SCN1A_ENST00000303395	0.0001658374792703151	3	0	0	0.0004975124378109452	0.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	2.0	1.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0004975124378109452	0.0003316749585406302	2.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
IRF2BP1	0.0005698005698005698	2	0	0	0.0011396011396011395	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.022	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0005698005698005698	0.0	0.0	0.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
VEGFA	0.0	1	0	0	0.0008071025020177562	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.836	0.0	1.0	0.0	0.0	0.0008071025020177562	0.0	0.0	0.0	56.0	0.0008071025020177562	0.0008071025020177562	56.0	8.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
CCDC65_ENST00000266984	0.0006693440428380187	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
MAGEC3_ENST00000544766	0.0	3	0	1	0.002881844380403458	0.0009606147934678194	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.85	0.25	0.75	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	56.0	0.002881844380403458	0.0009606147934678194	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0.0	1.0	0	Unlabeled
MSX1	0.0010964912280701754	1	0	0	0.0010964912280701754	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0010964912280701754	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GRIPAP1_ENST00000376423	0.0010649627263045794	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
TMEM129	0.0	1	0	0	0.001430615164520744	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001430615164520744	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
LTBR	0.0007645259938837921	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
OR1L1	0.0	1	0	0	0.0009233610341643582	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0009233610341643582	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ZMYM6	0.0	1	0	0	0.00025138260432378077	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00025138260432378077	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CACNA1I_ENST00000400164	0.00030455306837216383	4	0	0	0.0006091061367443277	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0006091061367443277	0.0	0.0	8.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
ITPR3_ENST00000374316	0.00037425149700598805	2	0	0	0.000249500998003992	0.0	0.0	0.0	0.6666666666666666	8.0	0.0	0.0	0.6666666666666666	0.0	0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.000249500998003992	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SERINC3	0.0	1	0	0	0.0007032348804500703	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007032348804500703	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
HOXB6	0.0	1	0	0	0.0014814814814814814	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0014814814814814814	0.0014814814814814814	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CDC25A	0.0006349206349206349	2	0	0	0.0012698412698412698	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	1.0	1.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0012698412698412698	0.0006349206349206349	1.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
METTL4	0.0	1	0	0	0.0007047216349541931	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007047216349541931	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIAA0226L_ENST00000378784	0.0005592841163310962	1	0	0	0.0005592841163310962	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0005592841163310962	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SLC4A7	0.0005486968449931413	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
RBM33	0.0	1	0	0	0.0002846569883290635	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0002846569883290635	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
EIF4A3	0.0	1	0	0	0.0008090614886731392	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008090614886731392	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MRPL22	0.0	0	0	1	0.0	0.001610305958132045	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
ST6GAL2	0.0	2	0	0	0.0012578616352201257	0.0	48.0	48.0	48.0	0.0	0.0	0.0	2.0	0.0	0.105	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0006289308176100629	0.0	0.0	0.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
SEC23IP	0.0	1	0	0	0.000333000333000333	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000333000333000333	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
SPP1	0.0010582010582010583	1	0	0	0.0010582010582010583	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0010582010582010583	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PRRX2	0.0	1	0	0	0.0013123359580052493	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0013123359580052493	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PDCD11	0.00017806267806267807	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
PI4KAP2	0.0	3	0	0	0.0016863406408094434	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0016863406408094434	0.0	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
CNTF	0.0	1	0	0	0.001658374792703151	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001658374792703151	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ARRB1_ENST00000393505	0.0007955449482895784	1	0	0	0.0007955449482895784	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0007955449482895784	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PCDHGA9_ENST00000573521	0.0	3	0	0	0.0010718113612004287	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0010718113612004287	0.0003572704537334762	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
GSTO1	0.0	1	0	0	0.0013774104683195593	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0013774104683195593	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PHLDA3	0.013020833333333334	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
CMPK2	0.0	1	0	0	0.0007407407407407407	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007407407407407407	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CYP2W1	0.0	1	0	0	0.0006788866259334691	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0006788866259334691	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
MICALL2	0.00036832412523020257	3	0	0	0.0011049723756906078	0.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	1.0	0.8545	0.0	0.75	0.0	0.0	0.00036832412523020257	0.0	0.0	0.0	3.0	0.0011049723756906078	0.0007366482504604051	2.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	1	Unlabeled
PARP15	0.0	1	0	0	0.000749063670411985	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.000749063670411985	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
TINAG	0.0	1	0	1	0.0006988120195667365	0.0006988120195667365	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.0006988120195667365	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
HORMAD1	0.0	1	0	0	0.0008438818565400844	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008438818565400844	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PGK2	0.0007974481658692185	1	0	0	0.0007974481658692185	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0007974481658692185	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
POU4F1	0.0	1	0	0	0.0007936507936507937	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007936507936507937	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GOLGA6B	0.0004803073967339097	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SLC35A5	0.000784313725490196	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
GCG_ENST00000375497	0.001841620626151013	4	0	0	0.007366482504604052	0.0	0.0	0.0	4.0	8.0	0.0	0.0	4.0	0.0	0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.007366482504604052	0.0	0.0	8.0	0.0	0.25	0	0	0	0	0	0	0	Unlabeled
ETV2_ENST00000402764	0.0	2	0	0	0.001943634596695821	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001943634596695821	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
CSAD	0.0	0	0	1	0.0	0.0006747638326585695	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
UGCG	0.0	1	0	0	0.0008438818565400844	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0008438818565400844	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
CCDC88B_ENST00000359902	0.0004675081813931744	2	0	0	0.0009350163627863488	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0009350163627863488	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
PPP6R3_ENST00000393799	0.0003787878787878788	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
ENSG00000176937	0.0	2	0	0	0.0022148394241417496	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0022148394241417496	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
NXF4	0.000998003992015968	1	0	0	0.000998003992015968	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.000998003992015968	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
C9orf37	0.0	1	0	0	0.0018832391713747645	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0018832391713747645	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
KIF5C_ENST00000435030	0.0006958942240779402	1	0	0	0.0003479471120389701	0.0	0.0	0.0	0.5	8.0	0.0	0.0	0.5	0.0	0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0003479471120389701	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
FBXO41_ENST00000521871	0.000380517503805175	2	0	0	0.00076103500761035	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.00076103500761035	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
NBEAL1_ENST00000449802	0.0	8	0	3	0.000989486703772418	0.00037105751391465676	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.2727272727272727	0.7272727272727273	0.0	0.375	0.0	0.0	0.0	0.0	56.0	0.000989486703772418	0.0	56.0	8.0	0.0	0.125	0	0	0	0	2.220446049250313e-16	0.3333333333333333	0	Unlabeled
ENDOU	0.0	0	0	1	0.0	0.0009009009009009009	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
KIAA0100_ENST00000528896	0.0002981514609421586	5	0	1	0.0007453786523553966	0.0001490757304710793	0.5	0.0	2.5	8.0	0.5	0.0	2.5	0.0	0	0.125	0.625	0.0	0.2	0.0	0.0	0.0	0.0	2.5	0.0007453786523553966	0.0	0.0	8.0	-2.220446049250313e-16	0.2	0	0	0	0	0.0	1.0	0	Unlabeled
PPP1R37	0.0009633911368015414	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
SUN5	0.0	1	0	1	0.0008771929824561404	0.0008771929824561404	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.919	0.5	0.5	0.0	1.0	0.0	0.0	0.0	0.0	56.0	0.0008771929824561404	0.0008771929824561404	56.0	8.0	0.0	1.0	0	0	0	0	0.0	1.0	0	Unlabeled
ETF1	0.0	3	0	0	0.00228310502283105	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.997	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00228310502283105	0.00076103500761035	56.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
MYO16_ENST00000251041	0.00035423308537017357	2	0	0	0.0007084661707403471	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0007084661707403471	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
KRT13	0.0007262164124909223	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
LIPM	0.0	1	0	0	0.0007861635220125787	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.672	0.0	1.0	0.0	0.0	0.0007861635220125787	0.0	0.0	0.0	56.0	0.0007861635220125787	0.0007861635220125787	56.0	8.0	0.0	1.0	0	0	0	0	0	0	1	Unlabeled
WDR24_ENST00000248142	0.0	2	0	0	0.0007238508867173362	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0007238508867173362	0.0	56.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
DDX26B_ENST00000370752	0.0003866976024748647	3	0	0	0.001160092807424594	0.0	0.0	0.0	3.0	8.0	0.0	0.0	3.0	0.0	0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.001160092807424594	0.0	0.0	8.0	2.220446049250313e-16	0.3333333333333333	0	0	0	0	0	0	0	Unlabeled
CARD14	0.0003316749585406302	1	0	0	0.0003316749585406302	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0003316749585406302	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
GALT	0.0	0	0	1	0.0	0.0008771929824561404	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
ANKLE2	0.0	4	0	0	0.0014199503017394391	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0.295	0.0	1.0	0.0	0.0	0.0003549875754348598	0.0	0.0	0.0	56.0	0.0014199503017394391	0.0003549875754348598	56.0	8.0	0.0	0.25	0	0	0	0	0	0	1	Unlabeled
SLC2A11_ENST00000345044	0.0	0	0	1	0.0	0.0006706908115358819	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
ENSG00000113811	0.0	1	0	0	0.0035087719298245615	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0035087719298245615	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
WDR64	0.0010498687664041995	0	0	0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0	0	0	0	0	0	0	0	0	Unlabeled
RXFP2	0.0004415011037527594	1	0	0	0.0004415011037527594	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0004415011037527594	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
RAB6A	0.0	1	0	0	0.001594896331738437	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.001594896331738437	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ACTBL2	0.0	0	0	1	0.0	0.0008841732979664014	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	1.0	0.0	0.0	156.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	56.0	8.0	0	0	0	0	0	0	0.0	1.0	0	Unlabeled
CCNO	0.0	1	0	0	0.000949667616334283	0.0	48.0	48.0	48.0	0.0	0.0	0.0	1.0	0.0	0.006	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PHLPP2	0.0	1	0	0	0.00025176233635448137	0.0	48.0	48.0	48.0	8.0	56.0	56.0	56.0	56.0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.00025176233635448137	0.0	56.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
ARHGAP30	0.00030248033877797946	1	0	0	0.00030248033877797946	0.0	0.0	0.0	1.0	8.0	0.0	0.0	1.0	0.0	0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.00030248033877797946	0.0	0.0	8.0	0.0	1.0	0	0	0	0	0	0	0	Unlabeled
PPP1R3F	0.0004166666666666667	2	0	0	0.0008333333333333334	0.0	0.0	0.0	2.0	8.0	0.0	0.0	2.0	0.0	0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0008333333333333334	0.0	0.0	8.0	0.0	0.5	0	0	0	0	0	0	0	Unlabeled
DMD_ENST00000357033	9.043226623259179e-05	13	0	3	0.0011756194610236933	0.00027129679869777537	3.0	0.0	13.0	0.0	1.5	0.0	6.5	0.0	0.011	0.17647058823529413	0.7647058823529411	0.0	0.23076923076923078	0.0	0.0	0.0	0.0	6.0	0.0010851871947911015	0.0	0.0	0.0	-8.881784197001252e-16	0.07692307692307693	0	0	0	0	2.220446049250313e-16	0.3333333333333333	0	Unlabeled
