gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TMEM184B	1631137	184	67	61102398	17155194	0	33	15	0	3	73	77634522	9.999998e-01	1
RRM2	805187	220	47	68246934	18235182	0	24	12	0	3	70	92338974	9.999998e-01	1
TIGIT	369332	614	19	35971908	10696035	0	28	14	0	1	22	16947504	9.999998e-01	1
HIST1H2AH	227588	622	29	17882109	6355314	0	21	15	0	3	65	23988195	9.999998e-01	1
ENTHD1	818387	503	24	90158229	24735879	0	62	22	0	0	22	24735879	9.999998e-01	1
CACNG1	300354	491	-30	33230400	9325281	0	21	11	0	8	327	257327910	9.999998e-01	1
MALT1	331493	198	55	125340915	32856558	0	1	2	0	0	2	32856558	9.999998e-01	1
MAPK3	NaN	NaN	NaN	59129343	17445960	0	22	10	0	2	51	67416174	9.999998e-01	1
CABLES2	1190359	252	33	69493074	22409751	0	28	18	0	7	94	126296289	9.999998e-01	1
CRTAC1	530090	369	12	100854264	26376630	0	100	35	0	0	35	26376630	9.999998e-01	1
CELA3A	448600	190	29	41081082	11568333	0	47	25	0	1	41	23344356	9.999998e-01	1
CCDC159	1385739	197	31	47104092	11339874	0	20	12	0	1	23	22762824	9.999998e-01	1
TMPPE	513008	372	33	63989289	20872845	0	28	21	0	1	29	37093434	9.999998e-01	1
LRRC8E	952640	320	27	113876427	35598066	0	68	33	0	3	69	74083023	9.999998e-01	1
SLC28A1	355337	291	25	100521960	29512749	0	72	31	0	0	31	29512749	9.999998e-01	1
MUC12	NaN	NaN	NaN	739791780	260360184	0	553	145	0	1	158	283538388	9.999998e-01	1
ZNF746	588536	467	17	93107427	29138907	0	56	30	0	3	86	102453477	9.999998e-01	1
SETD3	340080	429	-11	92380512	24569727	0	39	17	0	2	55	64196979	9.999998e-01	1
ABHD3	269726	244	57	61600854	17030580	0	19	8	0	1	22	30696582	9.999998e-01	1
AVIL	1106109	238	40	124551693	33334245	0	73	24	0	2	81	101705793	9.999998e-01	1
SLC39A11	276039	538	-34	50489439	15867516	0	37	22	0	1	36	29533518	9.999998e-01	1
TOP2A	1220026	191	23	236953521	57883203	0	91	29	0	0	29	57883203	9.999998e-01	1
CD3D	963668	192	48	25795098	7476840	0	13	8	0	0	8	7476840	9.999998e-01	1
PHPT1	1921909	176	44	22409751	5316864	0	10	6	0	0	6	5316864	9.999998e-01	1
OSMR	193286	381	-10	151052937	38609571	0	114	33	0	2	97	100438884	9.999998e-01	1
PCDH10	9477	1355	-31	151260627	47934852	0	287	106	0	2	168	76014540	9.999998e-01	1
OR5A1	430021	507	-1	44944116	14122920	0	81	36	0	0	36	14122920	9.999998e-01	1
PPIF	326131	300	53	31049655	9200667	0	10	7	0	0	7	9200667	9.999998e-01	1
FAM69B	1898901	190	39	61517778	20353620	0	23	17	0	0	17	20353620	9.999998e-01	1
CLEC18A	1511555	162	36	67976937	18318258	0	26	16	0	2	40	57280902	9.999998e-01	1
DNAJC6	269422	441	0	137324628	38007270	0	87	31	0	1	45	51673272	9.999998e-01	1
BANP	639210	231	31	81144483	22472058	0	37	22	0	2	49	62888532	9.999998e-01	1
MYOM3	817104	171	22	216745284	61019322	0	134	47	0	0	47	61019322	9.999998e-01	1
ZNF571	279768	914	-61	92837430	21932064	0	45	13	0	2	34	43344903	9.999998e-01	1
DMBX1	592811	255	23	54975543	17487498	0	57	22	0	1	76	50884050	9.999998e-01	1
STAG3	1382416	198	55	186796386	50842512	0	119	46	0	3	65	77613753	9.999998e-01	1
TMEM35	422603	NaN	29	23718198	7933758	0	20	9	0	1	104	53874786	9.999998e-01	1
UPF2	353958	125	28	195913977	47270244	0	99	26	0	5	172	254877168	9.999998e-01	1
KIF16B	108352	867	-26	201147765	51444813	0	168	44	0	2	74	72047661	9.999998e-01	1
ITLN1	1048810	583	27	48080235	12357555	0	53	19	0	0	19	12357555	9.999998e-01	1
FZD8	144247	708	-26	97074306	32960403	0	49	26	0	0	26	32960403	9.999998e-01	1
ADCY6	1715886	328	38	171697323	52047114	0	103	35	0	0	35	52047114	9.999998e-01	1
FAM92B	553233	273	36	46252563	12502938	0	34	16	0	0	16	12502938	9.999998e-01	1
ZNF362	726025	413	29	61953927	18733638	0	39	20	0	0	20	18733638	9.999998e-01	1
TAPT1	165112	581	29	86419809	23115897	0	30	13	0	1	20	32025798	9.999998e-01	1
TBX1	728313	211	8	86419809	27352773	0	32	18	0	0	18	27352773	9.999998e-01	1
FRMD3	494570	610	-26	91695135	23323587	0	59	21	0	0	21	23323587	9.999998e-01	1
SYNJ2	478315	208	44	221792151	64508514	0	112	46	0	1	52	72629193	9.999998e-01	1
TTC9B	1005838	400	30	34040391	11506026	0	8	15	0	1	28	30987348	9.999998e-01	1
GPS1	3850694	197	34	81809091	22928976	0	39	16	0	2	124	158010552	9.999998e-01	1
CD200R1	245141	639	11	55557075	14226765	0	43	18	0	0	18	14226765	9.999998e-01	1
OLFML2B	407279	388	15	109369554	32752713	0	115	41	0	0	41	32752713	9.999998e-01	1
PEX14	819616	392	27	56637063	16137513	0	34	20	0	1	38	33230400	9.999998e-01	1
CRAMP1L	1534704	320	36	183930264	58194738	0	98	37	0	0	37	58194738	9.999998e-01	1
NEUROD4	115336	828	15	48474846	13832154	0	95	36	0	0	36	13832154	9.999998e-01	1
ZNFX1	886628	261	50	285012987	76928376	0	152	50	0	9	170	264243987	9.999998e-01	1
LIPT2	NaN	NaN	NaN	32025798	11713716	0	7	11	0	2	52	61683930	9.999998e-01	1
PRUNE2	178730	851	-15	458288754	123596319	0	46	17	0	0	17	123596319	9.999998e-01	1
ADAM32	347510	612	-5	123201708	30073512	0	89	31	0	0	31	30073512	9.999998e-01	1
TMEM26	84084	468	-19	54061707	16158282	0	47	23	0	0	23	16158282	9.999998e-01	1
C4orf27	173367	574	17	53667096	13063701	0	21	17	0	4	88	91342062	9.999998e-01	1
EXOSC10	577167	408	34	136618482	35224224	0	67	24	0	2	57	78174516	9.999998e-01	1
MOCS1	45558	966	22	63262374	18920559	0	46	22	0	1	46	40769547	9.999998e-01	1
GBX2	134179	453	6	49762524	15846747	0	26	19	0	1	24	22202061	9.999998e-01	1
SELL	293592	597	13	60250869	13894461	0	47	19	0	2	107	75619929	9.999998e-01	1
SDS	444479	276	36	48371001	14870604	0	22	18	0	1	29	30115050	9.999998e-01	1
TBC1D16	660356	237	21	112900284	33396552	0	73	31	0	0	31	33396552	9.999998e-01	1
NOVA2	866240	261	42	68662314	24362037	0	43	32	0	3	52	47228706	9.999998e-01	1
MMD	147492	526	-59	36719592	9449895	0	22	11	0	0	11	9449895	9.999998e-01	1
ALDH6A1	495634	236	40	79981419	23074359	0	40	20	0	2	45	58859346	9.999998e-01	1
SNN	602364	214	40	12876780	4008417	0	6	6	0	0	6	4008417	9.999998e-01	1
CKM	1280459	215	23	57654744	15493674	0	35	16	0	0	16	15493674	9.999998e-01	1
PAOX	435826	472	10	81206790	21288225	0	45	23	0	6	113	133108521	9.999998e-01	1
PCYT2	3798594	211	19	62452383	17051349	0	33	20	0	3	37	39564945	9.999998e-01	1
WDFY4	NaN	NaN	NaN	473844735	136701558	0	327	102	0	2	143	186671772	9.999998e-01	1
SLIT2	44181	1366	3	234627393	60333945	0	299	84	0	3	126	94498950	9.999998e-01	1
VPS37A	251352	387	6	61268550	15742902	0	20	7	0	1	16	23676660	9.999998e-01	1
WFDC6	1069725	438	36	13603695	3281502	0	11	6	0	0	6	3281502	9.999998e-01	1
DENND4B	2028800	222	34	215104533	71445360	0	127	58	0	0	58	71445360	9.999998e-01	1
NOM1	386240	474	22	127999347	35556528	0	68	33	0	1	65	80417568	9.999998e-01	1
POTEF	347607	560	4	163431261	41434155	0	194	55	0	0	55	41434155	9.999998e-01	1
FURIN	833957	291	42	116763318	35328069	0	83	39	0	0	39	35328069	9.999998e-01	1
BAHCC1	3216151	268	24	364225953	119650209	0	157	64	0	1	69	126358596	9.999998e-01	1
ICAM2	1455216	404	25	40458012	12129096	0	22	9	0	2	117	96139701	9.999998e-01	1
GRIK3	361850	626	30	136930017	38775723	0	199	65	0	0	65	38775723	9.999998e-01	1
C8orf31	821065	470	4	20374389	5732244	0	24	12	0	0	12	5732244	9.999998e-01	1
ACSF3	1277584	239	40	84010605	26085864	0	60	32	0	1	47	43012599	9.999998e-01	1
SLC6A1	154960	444	36	90199767	25192797	0	76	29	0	0	29	25192797	9.999998e-01	1
KIAA1274	549709	487	39	127708581	37218048	0	86	36	0	12	422	443812761	9.999998e-01	1
AADACL4	145424	454	23	59420109	17591343	0	57	27	0	0	27	17591343	9.999998e-01	1
GJC2	702358	341	15	60873939	21620529	0	28	18	0	0	18	21620529	9.999998e-01	1
CHST15	149497	632	19	84529830	22015140	0	73	27	0	0	27	22015140	9.999998e-01	1
MFSD4	694640	268	35	75100704	23531277	0	39	18	0	3	61	69451536	9.999998e-01	1
UGT1A1	NaN	NaN	NaN	78195285	22742055	0	71	26	0	0	26	22742055	9.999998e-01	1
SCAMP5	840042	199	44	36221136	9387588	0	21	12	0	2	45	36989589	9.999998e-01	1
AMN	758150	286	50	65339274	22388982	0	22	18	0	1	35	44404122	9.999998e-01	1
TCTN1	859648	194	32	96887385	28225071	0	32	16	0	6	129	203619276	9.999998e-01	1
PCNXL3	4038877	202	49	294504420	94353567	0	46	22	0	0	22	94353567	9.999998e-01	1
FAM45A	721947	194	19	54456318	14579838	0	17	10	0	1	67	87562104	9.999998e-01	1
ILF3	2128709	224	33	137656932	39357255	0	75	32	0	0	32	39357255	9.999998e-01	1
WFDC8	902945	438	27	38235729	8619135	0	39	13	0	0	13	8619135	9.999998e-01	1
PAIP2	835535	177	41	20519772	4153800	0	10	5	0	0	5	4153800	9.999998e-01	1
B4GALT5	1040657	132	55	59025498	15680595	0	45	20	0	0	20	15680595	9.999998e-01	1
FAM127C	304745	NaN	42	16490586	4943022	0	15	9	0	0	9	4943022	9.999998e-01	1
PHF17	163287	544	26	127397046	34227312	0	62	18	0	3	63	87271338	9.999998e-01	1
SIRPD	422390	424	46	29138907	8743749	0	37	17	0	0	17	8743749	9.999998e-01	1
SHISA2	96652	584	12	42410298	13292160	0	43	21	0	0	21	13292160	9.999998e-01	1
GPR180	149137	803	14	66876180	17674419	0	21	8	0	11	179	253672566	9.999998e-01	1
LRRC40	297942	492	-14	91445907	24756648	0	42	16	0	1	30	38422650	9.999998e-01	1
MAGEA3	201810	NaN	-3	45608724	13520619	0	44	21	0	0	21	13520619	9.999998e-01	1
ALOX15	1226703	318	25	98258139	29035062	0	51	27	0	1	42	50260980	9.999998e-01	1
OR4C3	278638	642	-40	47041785	14517531	0	188	62	0	0	62	14517531	9.999998e-01	1
OR13C9	147494	920	-31	46377177	13188315	0	47	18	0	7	174	108185721	9.999998e-01	1
C8orf85	495171	346	16	22679748	6853770	0	17	12	0	1	14	9262974	9.999998e-01	1
SCN9A	93566	908	-9	298824372	77385294	0	292	84	0	0	84	77385294	9.999998e-01	1
TPPP	683895	411	28	32233488	9636816	0	16	12	0	0	12	9636816	9.999998e-01	1
GBP5	379427	834	-4	89244393	22970514	0	57	21	0	4	116	113647968	9.999998e-01	1
KIF13B	333305	417	42	274566180	76782993	0	112	41	0	0	41	76782993	9.999998e-01	1
TPH2	223598	619	-18	74539941	19730550	0	69	25	0	0	25	19730550	9.999998e-01	1
ARID3B	655453	206	59	82120626	24735879	0	44	24	0	2	41	46917171	9.999999e-01	1
WLS	331085	524	-20	89057472	22721286	0	60	23	0	0	23	22721286	9.999999e-01	1
CACNG3	360425	348	8	46543329	13271391	0	103	41	0	0	41	13271391	9.999999e-01	1
SACM1L	319452	385	45	92235129	22409751	0	34	13	0	3	62	94935099	9.999999e-01	1
PRODH2	1105613	321	38	77842212	25275873	0	73	33	0	1	62	48578691	9.999999e-01	1
ST6GAL2	52131	1042	-22	81684477	24050502	0	181	62	0	0	62	24050502	9.999999e-01	1
MANBA	379516	303	32	134146971	34455771	0	63	23	0	2	52	73958409	9.999999e-01	1
ANXA6	926280	300	41	105215754	26999700	0	56	22	0	0	22	26999700	9.999999e-01	1
ADAMTS20	126632	906	-21	293590584	73023804	0	336	89	0	0	89	73023804	9.999999e-01	1
CPNE5	844979	244	43	91612059	24528189	0	51	23	0	3	44	53978631	9.999999e-01	1
FKBP1B	243145	226	33	18879021	5046867	0	6	5	0	0	5	5046867	9.999999e-01	1
GPNMB	505224	169	25	86045967	23552046	0	61	25	0	0	25	23552046	9.999999e-01	1
PRR5-ARHGAP8	310964	487	28	84965979	24133578	0	57	26	0	2	40	40603395	9.999999e-01	1
NKX2-4	283501	638	-3	49409451	17321346	0	21	15	0	9	224	205197720	9.999999e-01	1
SPIN2A	145137	NaN	18	38152653	10509114	0	8	6	0	6	63	87167493	9.999999e-01	1
ARHGAP4	2328608	NaN	27	145652997	44445660	0	61	24	0	1	40	62805456	9.999999e-01	1
PAX7	520847	598	28	82079088	24528189	0	59	24	0	0	24	24528189	9.999999e-01	1
TMEM104	1005466	320	19	73065342	22077447	0	68	29	0	0	29	22077447	9.999999e-01	1
CNTN3	5646	949	-21	155206737	42493374	0	172	56	0	0	56	42493374	9.999999e-01	1
PARL	1434591	408	37	57779358	15618288	0	31	14	0	0	14	15618288	9.999999e-01	1
CCT7	536944	452	20	81061407	23365125	0	24	13	0	0	13	23365125	9.999999e-01	1
THNSL2	180956	612	6	71902278	20748231	0	53	24	0	0	24	20748231	9.999999e-01	1
C6orf201	181759	353	22	21578991	5524554	0	16	10	0	0	10	5524554	9.999999e-01	1
SFRP1	248918	632	-4	46917171	12461400	0	34	19	0	0	19	12461400	9.999999e-01	1
BRF1	899979	260	32	102204249	28765065	0	51	23	0	0	23	28765065	9.999999e-01	1
HIF1AN	1127095	264	39	53895555	13396005	0	34	12	0	1	17	16989042	9.999999e-01	1
JAKMIP1	366026	678	41	129910095	35016534	0	139	44	0	0	44	35016534	9.999999e-01	1
CHRNA4	1278630	332	62	89909001	28723527	0	88	45	0	2	132	104862681	9.999999e-01	1
UBR4	787493	414	33	776926752	218365266	0	412	125	0	3	192	345367701	9.999999e-01	1
DUS2L	859239	138	55	74747631	21329763	0	34	16	0	0	16	21329763	9.999999e-01	1
OR51L1	97256	1024	-11	44757195	14185227	0	60	23	0	3	105	52067883	9.999999e-01	1
KCNH3	2227486	224	53	154853664	51257892	0	74	32	0	0	32	51257892	9.999999e-01	1
SERPINA6	203903	744	-1	59939334	16947504	0	46	24	0	3	94	74706093	9.999999e-01	1
CDHR4	1306720	191	39	117137160	35078841	0	40	21	0	9	127	231449736	9.999999e-01	1
CA3	100997	1460	-18	39793404	10612959	0	26	13	0	1	25	21101304	9.999999e-01	1
PPP1R2	762316	331	42	32378871	7372995	0	10	10	0	1	26	28141995	9.999999e-01	1
PATZ1	723505	237	57	113897196	33209631	0	37	18	0	0	18	33209631	9.999999e-01	1
CPZ	92046	471	35	96492774	28308147	0	100	37	0	0	37	28308147	9.999999e-01	1
C20orf26	228680	750	-3	189745584	50136366	0	178	61	0	1	67	58173969	9.999999e-01	1
TTLL12	624112	241	48	96970461	26958162	0	53	26	0	1	28	34102698	9.999999e-01	1
MCTP2	46228	457	-17	138342309	35930370	0	150	41	0	1	101	75848388	9.999999e-01	1
CCDC60	151508	727	1	84509061	21724374	0	114	35	0	0	35	21724374	9.999999e-01	1
NKG7	368509	610	-9	24216654	7559916	0	17	12	0	0	12	7559916	9.999999e-01	1
GATSL3	548674	211	43	48786381	14891373	0	20	15	0	3	40	43718745	9.999999e-01	1
MLF1IP	299322	515	32	65256198	16179051	0	24	10	0	3	70	89015934	9.999999e-01	1
MTFR1	146207	407	16	55577844	15576750	0	19	12	0	3	67	75952233	9.999999e-01	1
FLNB	760236	182	43	390955656	112858746	0	237	81	0	0	81	112858746	9.999999e-01	1
C7orf64	750974	369	28	55224771	14683683	0	32	14	0	0	14	14683683	9.999999e-01	1
C6orf132	NaN	NaN	NaN	164158176	59087805	0	27	18	0	1	31	82266009	9.999999e-01	1
RASGEF1A	424273	492	-11	73937640	19149018	0	37	13	0	5	97	105901131	9.999999e-01	1
TBC1D9	146110	621	8	190410192	51403275	0	121	46	0	1	52	62701611	9.999999e-01	1
NELF	1591716	213	30	81393711	22222830	0	27	11	0	9	133	200753154	9.999999e-01	1
SEC14L3	657636	288	48	61870851	15950592	0	62	20	0	0	20	15950592	9.999999e-01	1
ARHGDIB	360900	426	8	31132731	7871451	0	27	12	0	0	12	7871451	9.999999e-01	1
SLC7A10	380625	270	-9	76222230	24341268	0	48	20	0	2	85	79192197	9.999999e-01	1
DDR1	2223866	223	25	134603889	41600307	0	57	25	0	0	25	41600307	9.999999e-01	1
UQCRC2	646330	424	43	68641545	19460553	0	41	17	0	0	17	19460553	9.999999e-01	1
C4orf26	461415	491	19	19502091	5358402	0	16	9	0	0	9	5358402	9.999999e-01	1
THBS3	1801444	194	32	144884544	39606483	0	83	35	0	3	51	61330857	9.999999e-01	1
POU2F3	323392	198	36	66170034	18629793	0	44	17	0	3	88	77385294	9.999999e-01	1
KRT37	1321356	424	-6	66772335	18962097	0	66	26	0	1	54	36885744	9.999999e-01	1
COQ4	1813435	201	46	38526495	12689859	0	26	15	0	0	15	12689859	9.999999e-01	1
OR4N5	371813	563	-29	44321046	13375236	0	66	32	0	1	60	28557375	9.999999e-01	1
NISCH	1096247	192	55	220109862	66190803	0	117	49	0	14	216	327942510	9.999999e-01	1
CYP4B1	658240	475	8	77696829	21059766	0	99	35	0	0	35	21059766	9.999999e-01	1
CAPN12	1697047	322	45	107936493	31631187	0	55	27	0	1	29	37924194	9.999999e-01	1
IL9	489402	443	19	22388982	5836089	0	8	6	0	0	6	5836089	9.999999e-01	1
OCM	2208864	358	32	17404422	4029186	0	10	6	0	0	6	4029186	9.999999e-01	1
ITLN2	777836	441	19	49928676	12876780	0	31	18	0	1	29	25795098	9.999999e-01	1
NLRP1	1016229	605	10	220047555	64010058	0	173	54	0	8	237	232799721	9.999999e-01	1
C11orf45	NaN	NaN	NaN	21620529	6417621	0	14	9	0	0	9	6417621	9.999999e-01	1
PARP9	410045	404	35	131322387	34165005	0	60	28	0	2	59	85111362	9.999999e-01	1
DISP1	236778	210	5	226319793	60603942	0	157	47	0	14	297	363582114	9.999999e-01	1
NXPH2	69057	672	-4	38817261	10966032	0	51	20	0	0	20	10966032	9.999999e-01	1
POU3F4	12933	NaN	-23	52088652	15701364	0	77	32	0	0	32	15701364	9.999999e-01	1
CRISP3	67784	1246	-2	38547264	9179898	0	58	18	0	0	18	9179898	9.999999e-01	1
OTOP1	178901	584	34	88517478	27435849	0	152	65	0	0	65	27435849	9.999999e-01	1
METTL13	419860	718	-5	103035009	29554287	0	55	26	0	2	50	61227012	9.999999e-01	1
DCAF12L1	11311	NaN	-16	65588502	21392070	0	128	49	0	0	49	21392070	9.999999e-01	1
PRDM15	279380	366	35	228272079	61330857	0	117	42	0	8	116	171281943	9.999999e-01	1
CNBD1	148474	1191	-31	68267703	16158282	0	142	45	0	0	45	16158282	9.999999e-01	1
ZNF775	315538	514	32	76679148	24382806	0	40	18	0	1	31	37155741	9.999999e-01	1
FLRT1	NaN	NaN	NaN	94914330	31506573	0	55	31	0	2	72	81476787	9.999999e-01	1
RTN2	1183590	164	41	78735279	25815867	0	63	31	0	0	31	25815867	9.999999e-01	1
ZNF99	83716	1439	-72	159049002	36408057	0	289	69	0	1	108	54684777	9.999999e-01	1
LCP2	79392	629	34	83449842	21350532	0	66	26	0	0	26	21350532	9.999999e-01	1
TGFB1I1	839076	558	11	68870004	20478234	0	38	21	0	3	123	129702405	9.999999e-01	1
DDX56	1462615	191	56	81061407	24611265	0	40	25	0	6	62	73605336	9.999999e-01	1
LANCL2	752223	455	7	67166946	19128249	0	47	19	0	0	19	19128249	9.999999e-01	1
COPA	939853	358	27	187627146	51008664	0	97	40	0	1	46	65713116	9.999999e-01	1
OSBPL2	990360	252	9	74560710	18339027	0	38	18	0	1	35	36532671	9.999999e-01	1
PANX1	367552	774	-16	63137760	17674419	0	37	19	0	0	19	17674419	9.999999e-01	1
UAP1L1	1951939	202	40	73667643	23406663	0	18	10	0	3	97	164158176	9.999999e-01	1
SIGLEC11	1679101	205	45	101913483	31361190	0	83	37	0	0	37	31361190	9.999999e-01	1
TGFB2	75157	386	-18	66855411	17695188	0	41	18	0	0	18	17695188	9.999999e-01	1
CYB561D1	1056159	272	37	43614900	11526795	0	10	5	0	6	79	110615694	9.999999e-01	1
SMOX	784685	231	26	86565192	24715110	0	72	27	0	0	27	24715110	9.999999e-01	1
OR8I2	9992	1007	-32	44653350	13416774	0	110	53	0	0	53	13416774	9.999999e-01	1
ALOX12B	1528802	272	26	104675760	30031974	0	59	24	0	1	54	59710875	9.999999e-01	1
ARHGAP8	NaN	NaN	NaN	73252263	20955921	0	60	24	0	0	24	20955921	9.999999e-01	1
DSP	825560	218	12	429544458	113024898	0	348	99	0	0	99	113024898	9.999999e-01	1
NOC2L	1851188	467	3	112921053	31880415	0	45	22	0	6	167	257577138	9.999999e-01	1
OR8D2	154391	921	-14	44507967	13749078	0	58	28	0	1	53	27248928	9.999999e-01	1
GREM2	47375	688	-30	24715110	7061460	0	30	15	0	0	15	7061460	9.999999e-01	1
STX17	244386	519	14	46107180	12274479	0	14	10	0	5	72	81310635	9.999999e-01	1
GIMAP5	734961	689	14	45317958	12752166	0	52	18	0	2	69	39253410	9.999999e-01	1
DSCR4	78525	448	1	17632881	5109174	0	14	8	0	0	8	5109174	9.999999e-01	1
XCL2	389559	440	15	16926735	5192250	0	14	10	0	0	10	5192250	9.999999e-01	1
ANKRD5	194301	442	-34	115766406	31714263	0	73	29	0	0	29	31714263	9.999999e-01	1
ITGB7	1703142	191	52	117905613	34933458	0	68	27	0	0	27	34933458	9.999999e-01	1
SCGBL	790899	512	-33	14662914	4091493	0	9	7	0	0	7	4091493	9.999999e-01	1
TMEM98	443753	833	-6	33604242	10322193	0	15	11	0	1	17	14891373	9.999999e-01	1
SF3B5	321795	374	17	13042932	3219195	0	8	5	0	0	5	3219195	9.999999e-01	1
PSMC4	1335888	522	35	63740061	17196732	0	40	22	0	1	24	21288225	9.999999e-01	1
KCNS2	440962	550	28	69285384	20312082	0	94	34	0	0	34	20312082	9.999999e-01	1
HHIPL1	375738	250	21	117967920	36678054	0	45	22	0	3	69	106274973	9.999999e-01	1
SERPINF1	1447501	189	32	61746237	18318258	0	27	17	0	1	37	39834942	9.999999e-01	1
GSX1	338630	610	36	37404969	12627552	0	25	23	0	1	32	22742055	9.999999e-01	1
SLITRK1	9008	874	-31	100210425	30073512	0	204	79	0	2	141	58153200	9.999999e-01	1
CYP4F8	852124	605	29	78174516	22077447	0	51	26	0	4	84	81186021	9.999999e-01	1
UBE2C	742720	180	48	34850382	9574509	0	5	9	0	7	88	118383300	9.999999e-01	1
MLKL	586358	173	30	74166099	18484410	0	46	17	0	0	17	18484410	9.999999e-01	1
PTPMT1	1001413	219	34	36117291	8930670	0	8	5	0	7	141	169682730	9.999999e-01	1
GDF6	215566	720	-7	64383900	21225918	0	62	33	0	1	69	48391770	9.999999e-01	1
RHO	779764	210	59	51610965	14745990	0	50	21	0	0	21	14745990	9.999999e-01	1
C20orf144	NaN	NaN	NaN	21807450	7476840	0	11	10	0	0	10	7476840	9.999999e-01	1
GJB5	548013	580	19	39731097	11734485	0	34	18	0	4	85	54061707	9.999999e-01	1
SNX14	393321	384	19	147605283	36387288	0	58	20	0	3	112	168187362	9.999999e-01	1
ANKFY1	816229	357	26	179838771	50759436	0	77	29	0	0	29	50759436	9.999999e-01	1
CACNG5	284959	536	-39	55681689	16594431	0	36	21	0	1	35	30260433	9.999999e-01	1
B4GALNT4	1454043	344	48	151676007	47581779	0	100	45	0	2	52	58797039	9.999999e-01	1
IDE	363888	236	23	157761324	39004182	0	68	21	0	2	55	83699070	9.999999e-01	1
GCOM1	171839	487	11	89992077	22409751	0	42	16	0	0	16	22409751	9.999999e-01	1
OR2W5	272980	927	-14	45650262	14475993	0	85	38	0	2	113	43386441	9.999999e-01	1
DFNA5	254601	464	21	73688412	21454377	0	48	22	0	0	22	21454377	9.999999e-01	1
ZSWIM6	NaN	NaN	NaN	178073406	52462494	0	54	29	0	1	42	75640698	9.999999e-01	1
SH3BP2	643291	228	43	94852023	29076600	0	40	19	0	0	19	29076600	9.999999e-01	1
RBAK	1723793	462	34	109348785	25296642	0	3	3	0	0	3	25296642	9.999999e-01	1
GLI4	1657385	389	19	54767853	16449048	0	34	18	0	4	94	80209878	9.999999e-01	1
ERAP1	394409	345	36	144427626	38069577	0	51	22	0	11	132	237202749	9.999999e-01	1
NUF2	130027	852	-9	73397646	16760583	0	53	23	0	1	45	37529583	9.999999e-01	1
PAPPA	69253	553	-19	242000388	67540788	0	282	88	0	1	141	111674913	9.999999e-01	1
MYOM2	104051	570	-26	223806744	59191650	0	222	73	0	3	208	169786575	9.999999e-01	1
PITRM1	266524	438	16	158903619	41724921	0	108	35	0	0	35	41724921	9.999999e-01	1
ADAMTS10	622624	214	-14	163992024	48350232	0	173	61	0	1	74	59420109	9.999999e-01	1
SLC19A3	164044	353	-10	73356108	20789769	0	54	25	0	1	47	41558769	9.999999e-01	1
RTDR1	223123	573	53	51735579	15119832	0	36	23	0	2	33	29367366	9.999999e-01	1
CTSW	3779084	287	42	57177057	15659826	0	25	14	0	0	14	15659826	9.999999e-01	1
VPS72	1562281	184	33	53023257	16573662	0	25	19	0	1	25	27352773	9.999999e-01	1
SAMD12	190644	575	17	31548111	8515290	0	33	15	0	0	15	8515290	9.999999e-01	1
BIN3	761528	224	49	39876480	9719892	0	20	11	0	0	11	9719892	9.999999e-01	1
RNF130	1665304	424	17	62597766	17902878	0	37	22	0	3	74	58547811	9.999999e-01	1
SNX8	806717	291	44	69866916	19979778	0	38	24	0	1	28	28785834	9.999999e-01	1
MRPS10	524386	273	43	31340421	8037603	0	6	5	0	2	20	23323587	9.999999e-01	1
KIAA1409	321756	678	21	371619717	99732738	0	360	106	0	0	106	99732738	9.999999e-01	1
TMPRSS9	1553941	267	33	152610612	49450989	0	93	41	0	1	41	53521713	9.999999e-01	1
CRK	1380844	220	18	44715657	12793704	0	18	15	0	1	51	58527042	9.999999e-01	1
ITIH1	1193949	272	49	137740008	38090346	0	116	41	0	0	41	38090346	9.999999e-01	1
APOB	222162	698	-11	673227135	186858693	0	830	233	0	1	265	211656879	9.999999e-01	1
ITGB6	227667	212	2	119629440	31589649	0	74	30	0	8	223	248978772	9.999999e-01	1
OR10G4	107524	830	-5	44092587	14102151	0	83	47	0	2	114	43282596	9.999999e-01	1
B3GALNT2	536528	350	16	75848388	20540541	0	28	11	0	3	38	50260980	9.999999e-01	1
PSMB10	879834	158	50	39959556	13250622	0	28	17	0	0	17	13250622	9.999999e-01	1
C7orf58	99302	534	-3	158529777	41413386	0	150	55	0	2	107	87520566	9.999999e-01	1
F2RL1	248362	418	25	56969367	17674419	0	34	17	0	0	17	17674419	9.999999e-01	1
PDE4A	1956832	207	38	150969861	46418715	0	64	23	0	4	123	201126996	9.999999e-01	1
LRP8	563155	310	23	145196079	39481869	0	67	24	0	5	66	99774276	9.999999e-01	1
SOX17	240943	554	-8	58880115	18941328	0	60	28	0	0	28	18941328	9.999999e-01	1
GRK4	675364	336	51	90116691	21848988	0	1	2	0	0	2	21848988	9.999999e-01	1
PRSS55	78691	633	3	52254804	14974449	0	58	25	0	0	25	14974449	9.999999e-01	1
REN	557652	370	34	61185474	17259039	0	50	22	0	0	22	17259039	9.999999e-01	1
FBXO25	173778	838	-19	59004729	12274479	0	26	12	0	10	188	197471652	9.999999e-01	1
ACTL7B	336944	471	9	59503185	18505179	0	75	32	0	0	32	18505179	9.999999e-01	1
