Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0071158~positive regulation of cell cycle arrest	3	1.408450704	0.039006645	"CDKN2A, PRKACA, BRCA1"	212	25	16792	9.50490566	1	0.341732301	50.01517162
GOTERM_BP_DIRECT	GO:0007569~cell aging	3	1.408450704	0.039006645	"BRCA2, WRN, MTOR"	212	25	16792	9.50490566	1	0.341732301	50.01517162
GOTERM_BP_DIRECT	GO:0060976~coronary vasculature development	3	1.408450704	0.039006645	"PRDM1, SUFU, DNM2"	212	25	16792	9.50490566	1	0.341732301	50.01517162
GOTERM_CC_DIRECT	GO:0005884~actin filament	4	1.877934272	0.039581672	"TSC1, RAC1, KEAP1, SRC"	212	65	18224	5.289985486	0.999998997	0.233267878	42.33134136
GOTERM_BP_DIRECT	GO:0045732~positive regulation of protein catabolic process	4	1.877934272	0.039676621	"CDKN1B, TNFAIP3, AXIN1, APC"	212	60	16792	5.280503145	1	0.345244895	50.61906045
GOTERM_BP_DIRECT	GO:0042102~positive regulation of T cell proliferation	4	1.877934272	0.039676621	"CARD11, PTPRC, IL6ST, JAK3"	212	60	16792	5.280503145	1	0.345244895	50.61906045
PIR_SUPERFAMILY	PIRSF006748:p53 negative regulator Mdm2/Mdm4	2	0.938967136	0.039796978	"MDM2, MDM4"	35	2	1692	48.34285714	0.758616605	0.758616605	30.21232344
PIR_SUPERFAMILY	PIRSF000108:isocitrate dehydrogenase (NADP)	2	0.938967136	0.039796978	"IDH2, IDH1"	35	2	1692	48.34285714	0.758616605	0.758616605	30.21232344
UP_SEQ_FEATURE	zinc finger region:PHD-type 2	3	1.408450704	0.03982549	"KMT2C, CHD4, KDM5C"	213	30	20063	9.419248826	1	0.558223666	47.31644947
BBID	105.Signaling_glucose_uptake	4	1.877934272	0.041118927	"AKT1, MAPK1, MTOR, PIK3R1"	33	10	388	4.703030303	0.877471442	0.503317215	33.26269623
GOTERM_CC_DIRECT	GO:0030666~endocytic vesicle membrane	4	1.877934272	0.041124029	"SMO, MDM2, PTCH1, DNM2"	212	66	18224	5.209834191	0.999999421	0.237366124	43.58089147
UP_SEQ_FEATURE	chain:Histone H3.3	2	0.938967136	0.041604695	"H3F3A, H3F3B"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	region of interest:Interaction with GSK3B	2	0.938967136	0.041604695	"AXIN2, AXIN1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	domain:Cadherin 28	2	0.938967136	0.041604695	"FAT4, FAT1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	region of interest:Interaction with Elongin BC complex	2	0.938967136	0.041604695	"VHL, SOCS1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	domain:Cadherin 29	2	0.938967136	0.041604695	"FAT4, FAT1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	binding site:NADP; via amide nitrogen and carbonyl oxygen	2	0.938967136	0.041604695	"IDH2, IDH1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	domain:Cadherin 30	2	0.938967136	0.041604695	"FAT4, FAT1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	domain:Cadherin 31	2	0.938967136	0.041604695	"FAT4, FAT1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	domain:Cadherin 32	2	0.938967136	0.041604695	"FAT4, FAT1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	short sequence motif:Nucleolar localization signal	2	0.938967136	0.041604695	"MDM2, PHF6"	213	4	20063	47.09624413	1	0.567057571	48.83500133
UP_SEQ_FEATURE	region of interest:Interaction with BRCA1	2	0.938967136	0.041604695	"BAP1, BRIP1"	213	4	20063	47.09624413	1	0.567057571	48.83500133
GOTERM_BP_DIRECT	GO:0002053~positive regulation of mesenchymal cell proliferation	3	1.408450704	0.041914772	"SMO, TGFBR2, MYCN"	212	26	16792	9.139332366	1	0.359706252	52.58695937
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	3	1.408450704	0.041914772	"PIK3CA, STAT3, PTPN11"	212	26	16792	9.139332366	1	0.359706252	52.58695937
GOTERM_BP_DIRECT	GO:0045930~negative regulation of mitotic cell cycle	3	1.408450704	0.041914772	"EGFR, CDKN1B, SMAD3"	212	26	16792	9.139332366	1	0.359706252	52.58695937
GOTERM_BP_DIRECT	GO:0006336~DNA replication-independent nucleosome assembly	3	1.408450704	0.041914772	"ATRX, H3F3A, H3F3B"	212	26	16792	9.139332366	1	0.359706252	52.58695937
GOTERM_BP_DIRECT	GO:0001649~osteoblast differentiation	5	2.34741784	0.042175088	"AKT1, SMO, SOX2, H3F3A, H3F3B"	212	104	16792	3.808055152	1	0.360193865	52.81098182
BBID	104.Insulin_signaling	5	2.34741784	0.042270678	"AKT1, MAPK1, MTOR, PIK3R1, PTPN11"	33	17	388	3.458110517	0.884617697	0.417179525	34.03076935
UP_KEYWORDS	Diabetes mellitus	4	1.877934272	0.042372871	"HNF1A, SH2B3, STAT3, AKT2"	213	75	20581	5.153302034	0.999985294	0.148933385	43.15886534
GOTERM_MF_DIRECT	GO:0003714~transcription corepressor activity	7	3.286384977	0.042818191	"SRSF2, ASXL1, CTCF, NCOR1, NCOR2, SUFU, SMARCA4"	212	203	16881	2.745770982	1	0.228184345	46.83503344
INTERPRO	"IPR011545:DNA/RNA helicase, DEAD/DEAH box type, N-terminal"	4	1.877934272	0.042899094	"DDX3X, BLM, DICER1, WRN"	210	69	18559	5.123257419	1	0.50131168	47.69200596
GOTERM_BP_DIRECT	"GO:0045815~positive regulation of gene expression, epigenetic"	4	1.877934272	0.043068275	"SF3B1, HIST1H3B, H3F3A, H3F3B"	212	62	16792	5.110164334	1	0.365022863	53.57207797
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	7	3.286384977	0.043446058	"MSH6, STK11, MSH2, IDH2, IDH1, WRN, PTEN"	212	204	16881	2.732311321	1	0.228849247	47.3362775
GOTERM_BP_DIRECT	GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process	6	2.816901408	0.043935597	"RNF43, UBR5, MDM2, BUB1B, KEAP1, SPOP"	212	153	16792	3.10617832	1	0.36960233	54.3000488
INTERPRO	"IPR000654:G-protein alpha subunit, group Q"	2	0.938967136	0.044293834	"GNAQ, GNA11"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	"IPR010457:Immunoglobulin C2-set-like, ligand-binding"	2	0.938967136	0.044293834	"IL6ST, CSF3R"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	"IPR007861:DNA mismatch repair protein MutS, clamp"	2	0.938967136	0.044293834	"MSH6, MSH2"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	IPR002418:Transcription regulator Myc	2	0.938967136	0.044293834	"MYCL, MYCN"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	IPR002099:DNA mismatch repair protein	2	0.938967136	0.044293834	"PMS2, MLH1"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	"IPR016245:Tyrosine protein kinase, EGF/ERB/XmrK receptor"	2	0.938967136	0.044293834	"EGFR, ERBB3"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	IPR025766:ADD domain	2	0.938967136	0.044293834	"ATRX, DNMT3A"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	"IPR007860:DNA mismatch repair protein MutS, connector domain"	2	0.938967136	0.044293834	"MSH6, MSH2"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	"IPR012682:Transcription regulator Myc, N-terminal"	2	0.938967136	0.044293834	"MYCL, MYCN"	210	4	18559	44.18809524	1	0.503653725	48.80733486
INTERPRO	IPR002121:HRDC domain	2	0.938967136	0.044293834	"BLM, WRN"	210	4	18559	44.18809524	1	0.503653725	48.80733486
GOTERM_CC_DIRECT	GO:0031234~extrinsic component of cytoplasmic side of plasma membrane	4	1.877934272	0.044298515	"CYLD, KRAS, JAK3, SRC"	212	68	18224	5.056603774	0.999999814	0.249459176	46.07415288
BIOCARTA	h_cdk5Pathway:Phosphorylation of MEK1 by cdk5/p35 down regulates the MAP kinase pathway	4	1.877934272	0.044408686	"MAPK1, HRAS, MAP2K1, MAP2K2"	104	13	1625	4.807692308	0.999875865	0.226612798	43.35790048
GOTERM_BP_DIRECT	GO:0006303~double-strand break repair via nonhomologous end joining	4	1.877934272	0.044816863	"NBN, MLH1, BRCA1, ATM"	212	63	16792	5.029050614	1	0.374206252	55.02869459
GOTERM_BP_DIRECT	GO:0032200~telomere organization	3	1.408450704	0.044901521	"HIST1H3B, H3F3A, H3F3B"	212	27	16792	8.800838574	1	0.373442951	55.09811164
GOTERM_BP_DIRECT	GO:0031297~replication fork processing	3	1.408450704	0.044901521	"ATRX, BLM, WRN"	212	27	16792	8.800838574	1	0.373442951	55.09811164
GOTERM_BP_DIRECT	GO:0014065~phosphatidylinositol 3-kinase signaling	3	1.408450704	0.044901521	"ERBB3, PREX2, PIK3R1"	212	27	16792	8.800838574	1	0.373442951	55.09811164
GOTERM_BP_DIRECT	GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway	4	1.877934272	0.046600328	"TGFBR2, SMAD3, SMAD2, DNM2"	212	64	16792	4.950471698	1	0.383344428	56.46991774
GOTERM_BP_DIRECT	GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process	4	1.877934272	0.046600328	"CEBPA, AKT1, MDM2, KEAP1"	212	64	16792	4.950471698	1	0.383344428	56.46991774
GOTERM_BP_DIRECT	GO:0031398~positive regulation of protein ubiquitination	4	1.877934272	0.046600328	"AMER1, FBXW7, BRCA1, AXIN1"	212	64	16792	4.950471698	1	0.383344428	56.46991774
GOTERM_MF_DIRECT	GO:0019904~protein domain specific binding	7	3.286384977	0.047225979	"XPA, XPO1, FOXA1, DICER1, MED12, MTOR, PTPN11"	212	208	16881	2.679766872	1	0.244080219	50.26214137
SMART	SM00341:HRDC	2	0.938967136	0.047266137	"BLM, WRN"	162	3	10057	41.38683128	0.999810341	0.395971734	44.82908479
UP_SEQ_FEATURE	zinc finger region:PHD-type 1	3	1.408450704	0.047359798	"KMT2C, CHD4, KDM5C"	213	33	20063	8.562953478	1	0.60822325	53.47095535
KEGG_PATHWAY	hsa04120:Ubiquitin mediated proteolysis	8	3.755868545	0.04741642	"CBLB, FBXW7, VHL, UBR5, SOCS1, MDM2, KEAP1, BRCA1"	167	137	6879	2.405349884	0.999936655	0.094853842	45.57616592
UP_SEQ_FEATURE	nucleotide phosphate-binding region:GTP	8	3.755868545	0.047547765	"NRAS, HRAS, KRAS, GNAQ, GNA11, RAC1, GNAS, DNM2"	213	310	20063	2.430773891	1	0.602587539	53.61551852
GOTERM_MF_DIRECT	GO:0001948~glycoprotein binding	4	1.877934272	0.047797363	"EGFR, CDH1, CALR, B2M"	212	65	16881	4.900145138	1	0.244296955	50.69102459
KEGG_PATHWAY	hsa05020:Prion diseases	4	1.877934272	0.047830588	"MAPK1, MAP2K1, MAP2K2, PRKACA"	167	34	6879	4.846072561	0.999941906	0.094732673	45.87176727
GOTERM_BP_DIRECT	GO:0009314~response to radiation	3	1.408450704	0.047964479	"PPM1D, JUN, FANCG"	212	28	16792	8.486522911	1	0.39086615	57.54278471
GOTERM_BP_DIRECT	GO:0021983~pituitary gland development	3	1.408450704	0.047964479	"GATA2, SOX2, CDH1"	212	28	16792	8.486522911	1	0.39086615	57.54278471
GOTERM_BP_DIRECT	GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling	4	1.877934272	0.048418433	"FLT3, ERBB3, KIT, KDR"	212	65	16792	4.874310595	1	0.39243297	57.8942446
GOTERM_BP_DIRECT	GO:0046330~positive regulation of JNK cascade	4	1.877934272	0.048418433	"HRAS, MYD88, FLT4, AXIN1"	212	65	16792	4.874310595	1	0.39243297	57.8942446
KEGG_PATHWAY	hsa04310:Wnt signaling pathway	8	3.755868545	0.048978852	"JUN, SFRP4, RAC1, SMAD4, PRKACA, AXIN2, AXIN1, APC"	167	138	6879	2.387919813	0.999954308	0.096017449	46.68360256
GOTERM_MF_DIRECT	GO:0004525~ribonuclease III activity	2	0.938967136	0.049071715	"DROSHA, DICER1"	212	4	16881	39.81367925	1	0.247661174	51.63518977
GOTERM_BP_DIRECT	GO:0031508~pericentric heterochromatin assembly	2	0.938967136	0.049326912	"H3F3A, H3F3B"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0038127~ERBB signaling pathway	2	0.938967136	0.049326912	"MAPK1, PTPN11"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	"GO:0071459~protein localization to chromosome, centromeric region"	2	0.938967136	0.049326912	"CTCF, RB1"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0035522~monoubiquitinated histone H2A deubiquitination	2	0.938967136	0.049326912	"ASXL1, BAP1"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0051385~response to mineralocorticoid	2	0.938967136	0.049326912	"KRAS, SRC"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0043415~positive regulation of skeletal muscle tissue regeneration	2	0.938967136	0.049326912	"MYOD1, TGFBR2"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0050847~progesterone receptor signaling pathway	2	0.938967136	0.049326912	"UBR5, SRC"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0060571~morphogenesis of an epithelial fold	2	0.938967136	0.049326912	"EGFR, AR"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0001922~B-1 B cell homeostasis	2	0.938967136	0.049326912	"HIF1A, TNFAIP3"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0045607~regulation of auditory receptor cell differentiation	2	0.938967136	0.049326912	"MYCL, MYCN"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0010748~negative regulation of plasma membrane long-chain fatty acid transport	2	0.938967136	0.049326912	"AKT1, AKT2"	212	4	16792	39.60377358	1	0.396871795	58.58938664
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	10	4.694835681	0.049801441	"AKT1, MYD88, REL, CXCR4, RAC1, TNFRSF14, FAS, KIT, IKBKB, TNFAIP3"	212	379	16792	2.089908896	1	0.398516793	58.94816739
GOTERM_BP_DIRECT	GO:0009615~response to virus	5	2.34741784	0.050023144	"MYD88, DDX3X, CXCR4, IKBKB, SRC"	212	110	16792	3.600343053	1	0.39856037	59.11478571
INTERPRO	IPR000330:SNF2-related	3	1.408450704	0.050192965	"ATRX, CHD4, SMARCA4"	210	32	18559	8.285267857	1	0.539898779	53.28395693
GOTERM_BP_DIRECT	GO:0007411~axon guidance	6	2.816901408	0.050413293	"MAPK1, NRAS, HRAS, KRAS, RAC1, SMAD4"	212	159	16792	2.988964044	1	0.399655183	59.40645169
GOTERM_MF_DIRECT	GO:0008026~ATP-dependent helicase activity	3	1.408450704	0.050622507	"BLM, BRIP1, CHD4"	212	29	16881	8.237312947	1	0.252163307	52.76146958
GOTERM_BP_DIRECT	GO:0060412~ventricular septum morphogenesis	3	1.408450704	0.051101279	"TGFBR2, SMAD4, ACVR1"	212	29	16792	8.19388419	1	0.402583586	59.91599981
GOTERM_BP_DIRECT	GO:0050766~positive regulation of phagocytosis	3	1.408450704	0.051101279	"GATA2, CALR, DNM2"	212	29	16792	8.19388419	1	0.402583586	59.91599981
GOTERM_BP_DIRECT	GO:0046627~negative regulation of insulin receptor signaling pathway	3	1.408450704	0.051101279	"TSC1, TSC2, SOCS1"	212	29	16792	8.19388419	1	0.402583586	59.91599981
GOTERM_BP_DIRECT	GO:0048008~platelet-derived growth factor receptor signaling pathway	3	1.408450704	0.051101279	"PTEN, SRC, PTPN11"	212	29	16792	8.19388419	1	0.402583586	59.91599981
UP_KEYWORDS	Cardiomyopathy	4	1.877934272	0.051227947	"SDHA, KRAS, MAP2K1, MAP2K2"	213	81	20581	4.771575958	0.999998649	0.175574366	49.64735117
GOTERM_CC_DIRECT	GO:0009986~cell surface	12	5.633802817	0.051257265	"EGFR, ACVR2A, PTPRC, CXCR4, SFRP4, MET, GRIN2A, PTPRT, FAS, CALR, MPL, TSHR"	212	542	18224	1.903223561	0.999999985	0.279050258	51.18662339
UP_SEQ_FEATURE	site:Critical for catalysis	2	0.938967136	0.051733804	"IDH2, IDH1"	213	5	20063	37.67699531	1	0.627392815	56.72798759
GOTERM_CC_DIRECT	GO:0005819~spindle	5	2.34741784	0.052181425	"AKT1, CYLD, RB1, ATM, ERCC2"	212	121	18224	3.552159676	0.999999989	0.279128981	51.83072851
GOTERM_MF_DIRECT	GO:0004888~transmembrane signaling receptor activity	7	3.286384977	0.052412861	"EGFR, SMO, ERBB3, CD79B, FAS, CD79A, MPL"	212	214	16881	2.604633222	1	0.257591478	54.0313566
BIOCARTA	h_ccr3Pathway:CCR3 signaling in Eosinophils	5	2.34741784	0.053045984	"MAPK1, HRAS, GNAQ, MAP2K1, GNAS"	104	23	1625	3.39673913	0.999979435	0.25901589	49.44135088
UP_KEYWORDS	Centromere	5	2.34741784	0.053452086	"PPP2R1A, BUB1B, CTCF, STAG2, PHF6"	213	137	20581	3.526438436	0.999999261	0.180322636	51.1658793
GOTERM_CC_DIRECT	GO:0005770~late endosome	5	2.34741784	0.05348216	"MAPK1, MAP2K1, CXCR4, MAP2K2, SRC"	212	122	18224	3.523043613	0.999999993	0.28092726	52.7239558
BIOCARTA	h_trkaPathway:Trka Receptor Signaling Pathway	4	1.877934272	0.05398339	"AKT1, HRAS, PIK3CA, PIK3R1"	104	14	1625	4.464285714	0.999983097	0.256936712	50.06407257
GOTERM_BP_DIRECT	GO:0007131~reciprocal meiotic recombination	3	1.408450704	0.054309602	"MSH6, MSH2, ATM"	212	30	16792	7.920754717	1	0.420748463	62.21360555
GOTERM_BP_DIRECT	GO:0030217~T cell differentiation	3	1.408450704	0.054309602	"PTPRC, KIT, IL7R"	212	30	16792	7.920754717	1	0.420748463	62.21360555
GOTERM_BP_DIRECT	GO:0046326~positive regulation of glucose import	3	1.408450704	0.054309602	"AKT1, PIK3R1, AKT2"	212	30	16792	7.920754717	1	0.420748463	62.21360555
OMIM_DISEASE	"601626~Leukemia, acute myeloid"	3	1.408450704	0.054618598	"CEBPA, KRAS, KIT"	153	12	4740	7.745098039	0.999999999	0.896856738	53.82168585
INTERPRO	IPR010997:HRDC-like	2	0.938967136	0.055058727	"BLM, WRN"	210	5	18559	35.35047619	1	0.565218691	56.69881072
INTERPRO	IPR009145:U2 auxiliary factor small subunit	2	0.938967136	0.055058727	"U2AF1, ZRSR2"	210	5	18559	35.35047619	1	0.565218691	56.69881072
INTERPRO	"IPR019818:Isocitrate/isopropylmalate dehydrogenase, conserved site"	2	0.938967136	0.055058727	"IDH2, IDH1"	210	5	18559	35.35047619	1	0.565218691	56.69881072
INTERPRO	IPR024084:Isopropylmalate dehydrogenase-like domain	2	0.938967136	0.055058727	"IDH2, IDH1"	210	5	18559	35.35047619	1	0.565218691	56.69881072
INTERPRO	"IPR013507:DNA mismatch repair protein, C-terminal"	2	0.938967136	0.055058727	"PMS2, MLH1"	210	5	18559	35.35047619	1	0.565218691	56.69881072
INTERPRO	"IPR004589:DNA helicase, ATP-dependent, RecQ type"	2	0.938967136	0.055058727	"BLM, WRN"	210	5	18559	35.35047619	1	0.565218691	56.69881072
KEGG_PATHWAY	hsa01200:Carbon metabolism	7	3.286384977	0.05510467	"SDHA, SDHB, SDHC, SDHD, IDH2, IDH1, FH"	167	113	6879	2.551693074	0.999987371	0.106666607	50.82850039
UP_SEQ_FEATURE	compositionally biased region:Poly-Leu	5	2.34741784	0.055171832	"AR, PTPN13, MPL, CACNA1D, CHD4"	213	135	20063	3.488610676	1	0.64484543	59.13682895
GOTERM_CC_DIRECT	GO:0016604~nuclear body	3	1.408450704	0.055717405	"MDM2, ZFHX3, NCOR2"	212	33	18224	7.814751286	0.999999997	0.286839034	54.22315905
GOTERM_BP_DIRECT	GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	4	1.877934272	0.056032138	"AKT1, DDX3X, MDM2, SRC"	212	69	16792	4.591741865	1	0.429592643	63.39538087
UP_KEYWORDS	Immunoglobulin domain	11	5.164319249	0.05698424	"FGFR4, FLT3, IL6ST, FLT4, CSF3R, CD79B, PTPRT, CD79A, KIT, KDR, B2M"	213	546	20581	1.946645686	0.999999717	0.188951529	53.49079019
GOTERM_MF_DIRECT	GO:0005158~insulin receptor binding	3	1.408450704	0.05705238	"PIK3R1, SRC, PTPN11"	212	31	16881	7.705873402	1	0.274950852	57.17583208
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	5	2.34741784	0.057134747	"GATA2, HIF1A, TGFBR2, BRCA1, KDR"	212	115	16792	3.443806399	1	0.434652331	64.1334619
GOTERM_BP_DIRECT	GO:0043967~histone H4 acetylation	3	1.408450704	0.057587173	"MYOD1, BRCA2, TRRAP"	212	31	16792	7.6652465	1	0.435886278	64.4322358
GOTERM_BP_DIRECT	GO:0042771~intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	3	1.408450704	0.057587173	"MSH2, BRCA2, CHEK2"	212	31	16792	7.6652465	1	0.435886278	64.4322358
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	6	2.816901408	0.058443407	"PPP2R1A, SRSF2, U2AF1, CDK12, ZRSR2, RBM10"	212	166	16792	2.862923392	1	0.439423197	64.99126566
BIOCARTA	h_bcrPathway:BCR Signaling Pathway	6	2.816901408	0.059407136	"HRAS, MAP2K1, JUN, RAC1, CD79B, CD79A"	104	34	1625	2.757352941	0.999994586	0.27321032	53.53068219
UP_SEQ_FEATURE	domain:Fibronectin type-III 3	4	1.877934272	0.059490655	"PTPRB, IL6ST, CSF3R, PTPRT"	213	84	20063	4.485356584	1	0.666606135	61.98494136
GOTERM_MF_DIRECT	GO:0008094~DNA-dependent ATPase activity	3	1.408450704	0.060368413	"ERCC3, SMARCA4, ERCC2"	212	32	16881	7.465064858	1	0.286213513	59.29932647
BIOCARTA	h_nthiPathway:NFkB activation by Nontypeable Hemophilus influenzae	5	2.34741784	0.060657349	"MYD88, TGFBR2, SMAD4, SMAD3, IKBKB"	104	24	1625	3.255208333	0.999995839	0.272170337	54.29769306
GOTERM_BP_DIRECT	GO:0031663~lipopolysaccharide-mediated signaling pathway	3	1.408450704	0.060931766	"AKT1, MAPK1, MYD88"	212	32	16792	7.425707547	1	0.452094176	66.56926416
GOTERM_BP_DIRECT	GO:1900026~positive regulation of substrate adhesion-dependent cell spreading	3	1.408450704	0.060931766	"RAC1, CALR, DNM2"	212	32	16792	7.425707547	1	0.452094176	66.56926416
GOTERM_BP_DIRECT	GO:0042100~B cell proliferation	3	1.408450704	0.060931766	"PTPRC, CD79A, IL7R"	212	32	16792	7.425707547	1	0.452094176	66.56926416
GOTERM_BP_DIRECT	GO:0000722~telomere maintenance via recombination	3	1.408450704	0.060931766	"POLE, BRCA2, WRN"	212	32	16792	7.425707547	1	0.452094176	66.56926416
GOTERM_BP_DIRECT	GO:0007498~mesoderm development	3	1.408450704	0.060931766	"ACVR2A, SMAD4, PALB2"	212	32	16792	7.425707547	1	0.452094176	66.56926416
GOTERM_MF_DIRECT	GO:0009378~four-way junction helicase activity	2	0.938967136	0.060960431	"BLM, WRN"	212	5	16881	31.8509434	1	0.28609048	59.66796793
GOTERM_MF_DIRECT	"GO:0030618~transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity"	2	0.938967136	0.060960431	"SMAD3, SMAD2"	212	5	16881	31.8509434	1	0.28609048	59.66796793
GOTERM_MF_DIRECT	GO:0032357~oxidized purine DNA binding	2	0.938967136	0.060960431	"MSH6, MSH2"	212	5	16881	31.8509434	1	0.28609048	59.66796793
GOTERM_MF_DIRECT	"GO:0000988~transcription factor activity, protein binding"	2	0.938967136	0.060960431	"SMAD4, SMAD3"	212	5	16881	31.8509434	1	0.28609048	59.66796793
UP_KEYWORDS	Telomere	3	1.408450704	0.061022155	"ATRX, NBN, POT1"	213	39	20581	7.432647165	0.999999906	0.198816803	56.02318351
GOTERM_BP_DIRECT	GO:0045637~regulation of myeloid cell differentiation	2	0.938967136	0.061275448	"CSF3R, FAS"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0055062~phosphate ion homeostasis	2	0.938967136	0.061275448	"FGFR4, SFRP4"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0006102~isocitrate metabolic process	2	0.938967136	0.061275448	"IDH2, IDH1"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0002551~mast cell chemotaxis	2	0.938967136	0.061275448	"RAC1, KIT"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0071681~cellular response to indole-3-methanol	2	0.938967136	0.061275448	"CDH1, BRCA1"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0032876~negative regulation of DNA endoreduplication	2	0.938967136	0.061275448	"FBXW7, STAG2"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0048143~astrocyte activation	2	0.938967136	0.061275448	"EGFR, SMO"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:1905007~positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	2	0.938967136	0.061275448	"TGFBR2, ACVR1"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0010715~regulation of extracellular matrix disassembly	2	0.938967136	0.061275448	"FGFR4, DDR2"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0001915~negative regulation of T cell mediated cytotoxicity	2	0.938967136	0.061275448	"PTPRC, IL7R"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:1904354~negative regulation of telomere capping	2	0.938967136	0.061275448	"NBN, ATM"	212	5	16792	31.68301887	1	0.452608393	66.78186588
GOTERM_BP_DIRECT	GO:0001302~replicative cell aging	2	0.938967136	0.061275448	"CHEK2, WRN"	212	5	16792	31.68301887	1	0.452608393	66.78186588
UP_SEQ_FEATURE	domain:Cadherin 25	2	0.938967136	0.06175636	"FAT4, FAT1"	213	6	20063	31.39749609	1	0.674124517	63.40366691
UP_SEQ_FEATURE	site:Cleavage; by anthrax lethal factor	2	0.938967136	0.06175636	"MAP2K1, MAP2K2"	213	6	20063	31.39749609	1	0.674124517	63.40366691
UP_SEQ_FEATURE	domain:Cadherin 27	2	0.938967136	0.06175636	"FAT4, FAT1"	213	6	20063	31.39749609	1	0.674124517	63.40366691
UP_SEQ_FEATURE	domain:Cadherin 24	2	0.938967136	0.06175636	"FAT4, FAT1"	213	6	20063	31.39749609	1	0.674124517	63.40366691
UP_SEQ_FEATURE	domain:Cadherin 23	2	0.938967136	0.06175636	"FAT4, FAT1"	213	6	20063	31.39749609	1	0.674124517	63.40366691
UP_SEQ_FEATURE	site:Important for activity	2	0.938967136	0.06175636	"DROSHA, DICER1"	213	6	20063	31.39749609	1	0.674124517	63.40366691
